,client_code,2018-12-31T00:00:00.000000000,2019-01-31T00:00:00.000000000,2019-02-28T00:00:00.000000000,2019-03-31T00:00:00.000000000,2019-04-30T00:00:00.000000000,2019-05-31T00:00:00.000000000,2019-06-30T00:00:00.000000000,2019-07-31T00:00:00.000000000,2019-08-31T00:00:00.000000000,2019-09-01T00:00:00.000000000,2019-10-01T00:00:00.000000000,2019-11-01T00:00:00.000000000,2019-12-01T00:00:00.000000000,2020-01-01T00:00:00.000000000
C118713,C118713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C117870,C117870,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C146582,C146582,,,,,,0,0,0,0,0,0,0,0,0
C117070,C117070,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C118339,C118339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C105857,C105857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C111338,C111338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C112166,C112166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C103838,C103838,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C118576,C118576,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1
C108212,C108212,-1,0,0,-1,0,0,0,0,-1,-1,0,0,0,0
C116243,C116243,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,-1
C109619,C109619,-1,-1,0,-1,0,-1,0,0,0,0,0,0,0,0
C113459,C113459,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0
C105567,C105567,0,0,0,0,0,0,0,0,0,0,0,0,0,HEALTH7
C111958,C111958,HEALTH6,HEALTH6,HEALTH6,HEALTH6,HEALTH6,0,0,0,0,0,0,0,0,0
C144638,C144638,-1,-1,-1,-1,0,0,-1,-1,0,-1,0,-1,0,0
C103829,C103829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C114165,C114165,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
C111830,C111830,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C102051,C102051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100909,C100909,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,0,0,0,0,0,0,0,0,0
C118414,C118414,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C109322,C109322,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1
C106082,C106082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C111992,C111992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C145310,C145310,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,-1
C105431,C105431,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
C112682,C112682,0,0,0,-1,-1,,,,,,,,,
C113815,C113815,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
C101962,C101962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C115938,C115938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116653,C116653,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C117421,C117421,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C108625,C108625,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
C111410,C111410,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C144522,C144522,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0
C119742,C119742,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C152054,C152054,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C147678,C147678,,,,,,,,0,0,0,0,0,0,0
C104095,C104095,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
C101850,C101850,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0
C120684,C120684,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0
C148880,C148880,,,,,,,,,0,0,0,0,0,0
C105351,C105351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106980,C106980,0,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,0,-1
C105050,C105050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100795,C100795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C146922,C146922,,,,,,,0,-1,-1,-1,-1,-1,-1,-1
C103420,C103420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106470,C106470,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C103582,C103582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C109691,C109691,-1,-1,0,0,0,0,-1,0,0,0,0,0,-1,0
C151245,C151245,,,,,,,,,,,,,-1,0
C146176,C146176,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
C150565,C150565,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C104687,C104687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116813,C116813,,,,,,,,0,0,0,0,0,0,0
C143510,C143510,,,0,0,0,0,0,0,0,0,0,0,0,0
C147317,C147317,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,-1,0
C102058,C102058,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C149666,C149666,,,,,,,,,,,0,0,0,0
C103503,C103503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C144510,C144510,HEALTH,HEALTH,0,0,0,0,0,0,0,0,0,0,0,0
C108609,C108609,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
C114781,C114781,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1
C110066,C110066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C109645,C109645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C102583,C102583,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C100673,C100673,0,0,-1,0,0,0,0,0,-1,HEALTH7,HEALTH7,-1,-1,HEALTH7
C107011,C107011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C147277,C147277,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
C106998,C106998,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0
C101389,C101389,-1,-1,-1,0,-1,0,0,-1,0,-1,-1,-1,-1,-1
C146650,C146650,,,,,,0,0,-1,-1,-1,-1,-1,-1,-1
C110275,C110275,-1,-1,-1,-1,0,-1,-1,0,0,0,0,-1,0,-1
C151953,C151953,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
C113842,C113842,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C113454,C113454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C148818,C148818,,,,,,,,,0,0,0,-1,-1,-1
C116102,C116102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C115605,C115605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C109632,C109632,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C117587,C117587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C113456,C113456,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C117904,C117904,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0
C144769,C144769,-1,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1
C149300,C149300,,,,,,,,,,,0,0,-1,-1
C100419,C100419,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C115801,C115801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C146290,C146290,0,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,-1
C117224,C117224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C120553,C120553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116116,C116116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C109739,C109739,0,0,0,0,0,0,0,0,0,0,0,0,0,HEALTH0
C107362,C107362,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,,
C102925,C102925,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,0
C147248,C147248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C115005,C115005,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C110191,C110191,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
C149242,C149242,,,,,,,,,,,0,0,0,0
C102032,C102032,0,-1,0,-1,0,-1,-1,-1,-1,0,-1,0,-1,-1
C110670,C110670,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106051,C106051,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
C151975,C151975,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C101376,C101376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116112,C116112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C104203,C104203,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
C143471,C143471,,,0,0,0,0,HEALTH2,HEALTH2,HEALTH2,HEALTH2,HEALTH2,HEALTH2,0,0
C149141,C149141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
C117365,C117365,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
C148366,C148366,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
C119977,C119977,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C111812,C111812,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0
C150546,C150546,,,,,,,,,,,,0,0,0
C100915,C100915,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0
C115168,C115168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C104558,C104558,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C110158,C110158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C113704,C113704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106741,C106741,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C104136,C104136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C107525,C107525,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C100630,C100630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C102065,C102065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C104771,C104771,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,0
C109100,C109100,0,0,0,0,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,0,0,0,0
C147584,C147584,,,,,,,,0,0,0,0,0,0,0
C149717,C149717,,,,,,,,,,,0,0,0,0
C109478,C109478,0,0,0,0,-1,-1,-1,0,0,0,0,-1,-1,0
C147730,C147730,,,,,,,,0,0,0,0,0,0,0
C112883,C112883,-1,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1
C143934,C143934,,,,,0,0,0,0,0,0,0,0,0,0
C110557,C110557,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C102368,C102368,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0
C116478,C116478,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C101343,C101343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106058,C106058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C103365,C103365,0,0,0,-1,0,-1,-1,-1,-1,0,-1,-1,0,0
C116491,C116491,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C152105,C152105,,,,,,,,,,,,,,
C144423,C144423,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C100063,C100063,0,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,0,0,0,0,0,0,0
C106826,C106826,-1,0,0,0,0,-1,0,-1,0,0,-1,0,-1,-1
C153674,C153674,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C145994,C145994,,,,,,0,0,0,0,0,0,0,0,0
C145593,C145593,HEALTH7,HEALTH7,0,0,0,0,0,0,HEALTH1,HEALTH1,HEALTH1,-1,HEALTH1,HEALTH1
C100738,C100738,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C112577,C112577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C105745,C105745,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C101774,C101774,HEALTH,HEALTH,HEALTH,0,0,0,0,0,0,0,-1,0,0,0
C115041,C115041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C108680,C108680,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C147387,C147387,0,0,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1
C145604,C145604,,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C104573,C104573,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C120384,C120384,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,0,0,0,0,0,0,0,0
C147429,C147429,HEALTH,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1
C152873,C152873,,,,,,,,,,,,,,
C109877,C109877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C101285,C101285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C101616,C101616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C149845,C149845,0,0,0,0,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,0,0,0,0
C113629,C113629,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
C113799,C113799,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,-1
C150764,C150764,,,,,,,,,,,,,0,0
C112020,C112020,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C145462,C145462,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C109554,C109554,0,0,0,0,-1,-1,0,0,-1,0,-1,-1,-1,0
C109489,C109489,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
C108631,C108631,0,0,0,0,-1,0,0,-1,0,0,0,-1,-1,0
C105803,C105803,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0
C111919,C111919,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C104703,C104703,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
C108393,C108393,0,0,0,0,0,0,0,0,0,0,0,0,0,HEALTH
C106712,C106712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C103947,C103947,-1,0,0,0,-1,0,-1,-1,-1,0,-1,0,-1,-1
C145411,C145411,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
C101805,C101805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C101710,C101710,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C147426,C147426,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0
C148974,C148974,,,,,,,,,0,0,0,-1,-1,-1
C100527,C100527,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1
C143966,C143966,,,,,0,0,0,-1,-1,-1,0,0,-1,0
C117069,C117069,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C101386,C101386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C104402,C104402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116014,C116014,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
C108594,C108594,RETIREMENT,RETIREMENT,RETIREMENT,RETIREMENT,RETIREMENT,-1,0,0,0,0,-1,0,-1,0
C104900,C104900,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
C110124,C110124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C107559,C107559,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C118133,C118133,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
C101812,C101812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C111100,C111100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100001,C100001,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1
C147987,C147987,,,,,,,,0,0,0,0,0,0,0
C144597,C144597,-1,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,0
C111712,C111712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C111596,C111596,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C104236,C104236,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C154329,C154329,,,,,,,,,,,,,,
C146829,C146829,,,,,,,0,0,0,0,0,0,-1,-1
C109277,C109277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C152649,C152649,,,,,,,,,,,,,,
C145382,C145382,HEALTH,HEALTH,HEALTH,-1,0,0,0,0,-1,-1,-1,INVESTMENT,INVESTMENT,-1
C110386,C110386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C146648,C146648,,,,,,0,0,0,-1,0,-1,-1,-1,-1
C114731,C114731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C101410,C101410,0,0,-1,-1,0,-1,0,0,0,-1,0,0,-1,0
C109072,C109072,INVESTMENT1,INVESTMENT1,INVESTMENT1,INVESTMENT1,INVESTMENT1,INVESTMENT1,0,0,0,0,0,0,-1,0
C120799,C120799,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
C107816,C107816,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0
C120779,C120779,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C154421,C154421,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C112029,C112029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C145566,C145566,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1
C111129,C111129,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0
C112550,C112550,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1
C148298,C148298,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C109066,C109066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C144860,C144860,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
C146258,C146258,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0
C149031,C149031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0
C151415,C151415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C116256,C116256,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0
C100114,C100114,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C148038,C148038,,,,,,,,0,0,0,0,0,0,0
C147997,C147997,,,,,,,,0,0,0,-1,-1,-1,-1
C102817,C102817,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C148593,C148593,,,,,,,,,RETIREMENT8,RETIREMENT8,RETIREMENT8,RETIREMENT8,RETIREMENT8,0
C118347,C118347,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
C145702,C145702,,,,,,0,0,-1,-1,-1,-1,-1,-1,-1
C114538,C114538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C145205,C145205,0,-1,-1,-1,0,0,-1,-1,0,0,-1,-1,0,-1
C103753,C103753,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1
C112586,C112586,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106067,C106067,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
C110176,C110176,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
C146208,C146208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1
C146773,C146773,,,,,,,0,0,0,0,0,0,0,0
C117051,C117051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C105849,C105849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106671,C106671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C118646,C118646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C117174,C117174,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,-1
C116487,C116487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C112070,C112070,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
C110281,C110281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C110333,C110333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C104014,C104014,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
C109018,C109018,HEALTH0,HEALTH0,HEALTH0,HEALTH0,HEALTH0,0,0,0,0,0,0,0,0,0
C113316,C113316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C148868,C148868,,,,,,,,,0,0,0,0,0,0
C109623,C109623,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C150202,C150202,,,,,,,,,,,,0,0,0
C112018,C112018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C104990,C104990,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0
C118821,C118821,0,0,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1
C118833,C118833,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C144834,C144834,-1,-1,-1,0,0,-1,-1,-1,0,-1,0,0,-1,-1
C107108,C107108,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
C103682,C103682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C146543,C146543,,,,,,,0,0,0,0,0,0,0,0
C151877,C151877,,,,,,,,,,,,,,0
C106722,C106722,HEALTH,0,0,-1,0,0,0,0,HEALTH5,HEALTH5,0,0,0,0
C148086,C148086,,,,,,,,0,0,0,0,0,0,0
C114902,C114902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C118080,C118080,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C115160,C115160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C143184,C143184,,INVESTMENT,INVESTMENT,INVESTMENT,0,0,0,0,0,0,0,0,0,0
C150519,C150519,,,,,,,,,,,,0,0,-1
C107936,C107936,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C108438,C108438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C103612,C103612,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,-1,0
C145797,C145797,,,,,,0,0,-1,-1,-1,-1,-1,-1,-1
C153942,C153942,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C103604,C103604,HEALTH,-1,HEALTH,0,-1,0,-1,0,-1,0,0,0,-1,0
C117766,C117766,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C108330,C108330,0,0,0,0,-1,0,-1,0,0,-1,0,-1,0,0
C145826,C145826,,,,,,0,0,0,0,0,0,0,0,0
C110615,C110615,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,-1,-1
C149128,C149128,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
C103300,C103300,,,,,,,,0,0,HEALTH2,HEALTH2,HEALTH2,HEALTH2,HEALTH2
C118636,C118636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C113796,C113796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C114416,C114416,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
C112206,C112206,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
C108087,C108087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106166,C106166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C120243,C120243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C147124,C147124,,,,,,,0,0,0,0,0,0,0,0
C114514,C114514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C117777,C117777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116641,C116641,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C119042,C119042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C144315,C144315,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0,-1
C104629,C104629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C105646,C105646,0,0,0,0,0,0,0,,,,,,,
C104159,C104159,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
C101128,C101128,0,0,0,0,0,0,0,0,0,HEALTH1,HEALTH1,HEALTH1,HEALTH1,HEALTH1
C114760,C114760,0,0,,,,,,,,,,,,
C113827,C113827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C111823,C111823,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C104586,C104586,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C145105,C145105,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0
C111617,C111617,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
C146225,C146225,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1
C145248,C145248,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
C113430,C113430,,,,,,,,0,0,0,0,0,0,-1
C117683,C117683,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C119052,C119052,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C101036,C101036,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,-1
C101783,C101783,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
C149024,C149024,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0
C110303,C110303,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
C113117,C113117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C112621,C112621,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C113672,C113672,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C102102,C102102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C143993,C143993,,,,,0,0,0,0,0,0,0,0,0,0
C119439,C119439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100655,C100655,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116068,C116068,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
C100833,C100833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116831,C116831,0,0,0,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1
C118959,C118959,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C119008,C119008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C103860,C103860,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C112520,C112520,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C115248,C115248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C115349,C115349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C148234,C148234,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
C143595,C143595,,,,0,0,0,0,0,0,0,0,0,0,0
C118107,C118107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C147788,C147788,,,,,,,,0,0,0,0,0,0,0
C119103,C119103,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1
C105980,C105980,-1,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
C106493,C106493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C103883,C103883,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1
C103521,C103521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C117751,C117751,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C103306,C103306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C111578,C111578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100172,C100172,,0,0,0,0,0,0,0,0,0,0,0,0,0
C109533,C109533,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
C145717,C145717,,,,,,0,0,0,0,0,0,0,0,0
